107,0,0,0,0,0,0,0,2,0
0,104,1,0,1,0,0,1,0,0
4,2,81,5,1,0,0,0,1,0
2,0,3,89,1,6,0,1,1,1
1,0,1,0,89,0,0,0,2,3
2,1,1,6,0,80,0,0,4,1
3,0,2,0,2,6,82,0,4,0
0,0,3,2,3,0,0,87,1,10
2,0,3,0,0,1,0,0,82,1
2,1,0,1,3,3,0,1,5,85
