epoch,train_loss,train_accuracy,val_loss,val_accuracy,seconds
1,1.1177307966550192,0.6133333333333333,0.6447820739746094,0.795,11.131905475020176
2,0.36633506697416307,0.8846666666666667,0.49903772735595703,0.839,11.338947102020029
3,0.2143886596262455,0.9395,0.3649643454551697,0.885,11.194124341011047
