109,0,0,0,0,0,0,0,0,0
0,107,0,0,0,0,0,0,0,0
0,0,92,0,0,0,1,0,1,0
0,0,0,98,0,2,0,2,2,0
0,0,0,0,92,0,0,1,0,3
0,0,0,2,0,92,0,1,0,0
0,0,0,0,0,1,98,0,0,0
0,0,1,0,2,0,0,100,0,3
0,0,2,0,0,1,0,0,85,1
0,0,1,0,2,1,0,0,0,97
