99,0,2,0,0,0,3,0,5,0
0,105,1,0,0,0,1,0,0,0
0,1,88,3,0,0,1,0,1,0
0,0,2,86,0,14,0,1,0,1
1,0,4,0,84,0,3,1,0,3
3,0,0,5,1,82,1,0,2,1
0,0,0,0,0,1,97,0,1,0
0,2,4,4,2,2,0,86,0,6
1,2,4,1,0,0,2,0,76,3
0,3,0,1,2,3,0,0,0,92
